(((80, 0.003, 0.005), 1970, 14.041671), 50.01099109649658)
(((100, 0.003, 0.005), 1920, 14.123576), 50.040167570114136)
(((150, 0.003, 0.005), 2170, 14.309091), 50.057780742645264)
(((20, 0.005, 0.0001), 6610, 1.2209282), 97.94909954071045)
(((50, 0.005, 0.0001), 5610, 1.2231755), 97.62434363365173)
(((60, 0.005, 0.0001), 5140, 1.224152), 97.0022201538086)
(((80, 0.005, 0.0001), 5530, 1.2210896), 96.61441445350647)
(((100, 0.005, 0.0001), 5420, 1.2251139), 96.99469804763794)
(((150, 0.005, 0.0001), 5000, 1.2381074), 96.62951827049255)
(((20, 0.005, 0.0003), 3010, 2.0755248), 96.25611305236816)
(((50, 0.005, 0.0003), 3160, 2.0882454), 95.99254727363586)
(((60, 0.005, 0.0003), 3000, 2.0938947), 96.7389702796936)
(((80, 0.005, 0.0003), 3730, 2.0993779), 97.33307361602783)
(((100, 0.005, 0.0003), 3400, 2.1089525), 96.49814963340759)
(((150, 0.005, 0.0003), 3300, 2.1284986), 96.11497521400452)
(((20, 0.005, 0.001), 1740, 4.506321), 90.67020416259766)
(((50, 0.005, 0.001), 2040, 4.546638), 90.52475690841675)
(((60, 0.005, 0.001), 2090, 4.557831), 90.06806015968323)
(((80, 0.005, 0.001), 2300, 4.5871735), 90.43484926223755)
(((100, 0.005, 0.001), 2670, 4.614233), 90.41537046432495)
(((150, 0.005, 0.001), 2120, 4.6815534), 90.94180464744568)
(((20, 0.005, 0.003), 1290, 13.795323), 49.95321333408356)
(((50, 0.005, 0.003), 1310, 13.914412), 49.99164640903473)
(((60, 0.005, 0.003), 1450, 13.953737), 50.01542568206787)
(((80, 0.005, 0.003), 1510, 14.039814), 49.939972162246704)
(((100, 0.005, 0.003), 1510, 14.115978), 49.993571639060974)
(((150, 0.005, 0.003), 1520, 14.320915), 49.97943341732025)
(((20, 0.005, 0.005), 1210, 13.839216), 50.01259446144104)
(((50, 0.005, 0.005), 1280, 14.051964), 49.99074637889862)
(((60, 0.005, 0.005), 1260, 14.1192045), 50.00630021095276)
(((80, 0.005, 0.005), 1220, 14.267145), 50.05199313163757)
(((100, 0.005, 0.005), 1260, 14.397262), 49.96773600578308)
(((150, 0.005, 0.005), 1280, 14.733413), 49.90173280239105)
(((20, 0.1, 0.0001), 680, 1.2634175), 97.51701354980469)
(((50, 0.1, 0.0001), 590, 1.3305863), 98.10957908630371)
(((60, 0.1, 0.0001), 480, 1.3506114), 97.96625971794128)
(((80, 0.1, 0.0001), 380, 1.3937815), 97.14470505714417)
(((100, 0.1, 0.0001), 440, 1.4212322), 96.56634330749512)
(((150, 0.1, 0.0001), 430, 1.5303849), 94.37359571456909)
(((20, 0.1, 0.0003), 350, 2.209536), 96.40007615089417)
(((50, 0.1, 0.0003), 310, 2.4385502), 95.94357013702393)
(((60, 0.1, 0.0003), 240, 2.510129), 96.08245491981506)
(((80, 0.1, 0.0003), 200, 2.6659827), 96.46987318992615)
(((100, 0.1, 0.0003), 250, 2.808154), 96.92612290382385)
(((150, 0.1, 0.0003), 250, 3.232874), 94.60541605949402)
(((20, 0.1, 0.001), 150, 5.0451903), 89.96478319168091)
(((50, 0.1, 0.001), 210, 5.9035454), 90.9580647945404)
(((60, 0.1, 0.001), 140, 6.225909), 90.6532347202301)
(((80, 0.1, 0.001), 210, 6.77629), 90.6424343585968)
(((100, 0.1, 0.001), 360, 7.2972097), 89.8793637752533)
(((150, 0.1, 0.001), 460, 8.646388), 90.13984799385071)
(((20, 0.1, 0.003), 150, 15.550591), 50.043898820877075)
(((50, 0.1, 0.003), 130, 18.335392), 50.02802014350891)
(((60, 0.1, 0.003), 120, 19.28509), 49.950385093688965)
(((80, 0.1, 0.003), 130, 16.936367), 79.48578000068665)
(((100, 0.1, 0.003), 150, 22.937468), 49.96323883533478)
(((150, 0.1, 0.003), 150, 23.409088), 79.10826206207275)
(((20, 0.1, 0.005), 130, 16.849148), 50.038498640060425)
(((50, 0.1, 0.005), 130, 21.570972), 50.03612041473389)
(((60, 0.1, 0.005), 150, 23.1105), 49.98251795768738)
(((80, 0.1, 0.005), 130, 26.28859), 49.95083510875702)
(((100, 0.1, 0.005), 150, 29.373356), 49.99530911445618)
(((150, 0.1, 0.005), 150, 37.212543), 49.98193979263306)
(((20, 0.25, 0.0001), 280, 1.3126489), 97.06481695175171)
(((50, 0.25, 0.0001), 200, 1.4648699), 97.81914353370667)
(((60, 0.25, 0.0001), 280, 1.5477611), 95.61734199523926)
(((80, 0.25, 0.0001), 230, 1.604819), 97.70892262458801)
(((100, 0.25, 0.0001), 210, 1.7251831), 93.18146705627441)
(((150, 0.25, 0.0001), 190, 1.8873386), 97.37414717674255)
(((20, 0.25, 0.0003), 140, 2.4161325), 96.05810046195984)
(((50, 0.25, 0.0003), 170, 3.0524418), 94.97946500778198)
(((60, 0.25, 0.0003), 160, 3.1843727), 96.3448703289032)
(((80, 0.25, 0.0003), 140, 3.5617347), 96.44538760185242)
(((100, 0.25, 0.0003), 160, 3.9351447), 95.8497405052185)
(((150, 0.25, 0.0003), 120, 4.810812), 95.88977694511414)
(((20, 0.25, 0.001), 210, 5.8367367), 90.44243097305298)
(((50, 0.25, 0.001), 190, 8.000307), 90.85452556610107)
(((60, 0.25, 0.001), 180, 8.726801), 91.26116037368774)
(((80, 0.25, 0.001), 220, 10.096324), 89.6395742893219)
(((100, 0.25, 0.001), 220, 11.503828), 89.99967575073242)
(((150, 0.25, 0.001), 160, 15.226199), 90.92413187026978)
(((20, 0.25, 0.003), 130, 14.001822), 80.29891848564148)
(((50, 0.25, 0.003), 100, 21.155169), 79.35171723365784)
(((60, 0.25, 0.003), 100, 23.47437), 79.59780097007751)
(((80, 0.25, 0.003), 100, 28.208902), 79.6148955821991)
(((100, 0.25, 0.003), 100, 32.916683), 78.7815809249878)
(((150, 0.25, 0.003), 100, 44.610004), 79.60391044616699)
(((20, 0.25, 0.005), 100, 21.70586), 50.00430345535278)
(((50, 0.25, 0.005), 100, 33.59527), 50.02647638320923)
(((60, 0.25, 0.005), 100, 37.642086), 50.05720257759094)
(((80, 0.25, 0.005), 100, 45.589996), 50.039976835250854)
(((100, 0.25, 0.005), 100, 53.508514), 50.092291831970215)
(((150, 0.25, 0.005), 100, 73.34762), 50.03425478935242)
(((20, 0.5, 0.0001), 180, 1.3896601), 97.36778140068054)
(((50, 0.5, 0.0001), 150, 1.6634662), 97.84427285194397)
(((60, 0.5, 0.0001), 150, 1.7562088), 97.43790030479431)
(((80, 0.5, 0.0001), 140, 1.9077659), 97.30826616287231)
(((100, 0.5, 0.0001), 160, 2.0804944), 95.17426490783691)
(((150, 0.5, 0.0001), 160, 2.3683865), 96.7484176158905)
(((20, 0.5, 0.0003), 110, 2.7585366), 96.29262089729309)
(((50, 0.5, 0.0003), 110, 3.8913248), 96.15219235420227)
(((60, 0.5, 0.0003), 130, 4.2863936), 96.0724949836731)
(((80, 0.5, 0.0003), 120, 5.0030384), 95.85873484611511)
(((100, 0.5, 0.0003), 110, 5.6575274), 96.5509831905365)
(((150, 0.5, 0.0003), 130, 7.3836784), 95.64960598945618)
(((20, 0.5, 0.001), 110, 7.2311826), 90.41517972946167)
(((50, 0.5, 0.001), 130, 11.568749), 89.69934582710266)
(((60, 0.5, 0.001), 130, 13.021286), 90.01297950744629)
(((80, 0.5, 0.001), 100, 16.050508), 89.80802893638611)
(((100, 0.5, 0.001), 140, 18.659967), 90.3180718421936)
(((150, 0.5, 0.001), 130, 25.802874), 91.2817895412445)
(((20, 0.5, 0.003), 70, 18.930214), 78.68916392326355)
(((50, 0.5, 0.003), 70, 33.303143), 77.36900448799133)
(((60, 0.5, 0.003), 70, 38.2239), 77.55519151687622)
(((80, 0.5, 0.003), 70, 47.848404), 79.15080785751343)
(((100, 0.5, 0.003), 70, 57.347736), 77.94986963272095)
(((150, 0.5, 0.003), 70, 81.18538), 77.02406644821167)
(((20, 0.5, 0.005), 70, 30.133312), 50.07699728012085)
(((50, 0.5, 0.005), 70, 53.569695), 67.19039678573608)
(((60, 0.5, 0.005), 70, 61.896793), 67.81753897666931)
(((80, 0.5, 0.005), 70, 78.3838), 67.30653047561646)
(((100, 0.5, 0.005), 70, 94.54199), 67.13769435882568)
(((150, 0.5, 0.005), 70, 137.08418), 50.08952617645264)
(((20, 1, 0.0001), 110, 1.5197661), 97.16912508010864)
(((50, 1, 0.0001), 130, 1.9320066), 96.86166048049927)
(((60, 1, 0.0001), 110, 2.0115235), 97.57254123687744)
(((80, 1, 0.0001), 110, 2.1542897), 96.94720506668091)
(((100, 1, 0.0001), 110, 2.2491524), 97.77942895889282)
(((150, 1, 0.0001), 120, 2.3550475), 97.68925905227661)
(((20, 1, 0.0003), 90, 3.357624), 96.58401608467102)
(((50, 1, 0.0003), 90, 5.325225), 96.28888964653015)
(((60, 1, 0.0003), 90, 5.9459615), 96.62861824035645)
(((80, 1, 0.0003), 90, 7.0292), 95.95353603363037)
(((100, 1, 0.0003), 90, 7.931392), 95.62254548072815)
(((150, 1, 0.0003), 100, 9.746574), 93.48757863044739)
(((20, 1, 0.001), 80, 9.947972), 89.8427963256836)
(((50, 1, 0.001), 100, 18.41315), 88.80690336227417)
(((60, 1, 0.001), 100, 21.270689), 89.74664807319641)
(((80, 1, 0.001), 100, 26.732412), 89.24065828323364)
(((100, 1, 0.001), 100, 32.120476), 89.16179537773132)
(((150, 1, 0.001), 110, 45.0207), 88.74115347862244)
(((20, 1, 0.003), 80, 27.343803), 78.8506031036377)
(((50, 1, 0.003), 70, 56.440533), 77.16526985168457)
(((60, 1, 0.003), 70, 65.43061), 76.69481635093689)
(((80, 1, 0.003), 100, 81.80975), 76.45959258079529)
(((100, 1, 0.003), 100, 99.34476), 76.92843675613403)
(((150, 1, 0.003), 100, 144.6041), 75.20370483398438)
(((20, 1, 0.005), 70, 44.16692), 68.13297271728516)
(((50, 1, 0.005), 70, 92.43191), 66.30405783653259)
(((60, 1, 0.005), 70, 109.00906), 66.5386438369751)
(((80, 1, 0.005), 70, 142.64027), 50.13695955276489)
(((100, 1, 0.005), 70, 171.90636), 65.64600467681885)
(((150, 1, 0.005), 70, 252.28778), 64.89848494529724)
(((20, 3, 0.0001), 10, 109.28518), 14.026735723018646)
(((50, 3, 0.0001), 230, 1.4879181), 98.13798666000366)
(((60, 3, 0.0001), 290, 1.5277213), 98.10553193092346)
(((80, 3, 0.0001), 270, 1.5547109), 98.60664010047913)
(((100, 3, 0.0001), 310, 1.5723101), 98.34249019622803)
(((150, 3, 0.0001), 390, 1.6292825), 98.58061075210571)
(((20, 3, 0.0003), 10, 109.80834), 15.92949628829956)
(((50, 3, 0.0003), 130, 3.8376062), 96.31022810935974)
(((60, 3, 0.0003), 130, 3.901954), 96.139657497406)
(((80, 3, 0.0003), 150, 4.125478), 96.05463147163391)
(((100, 3, 0.0003), 170, 4.2974424), 96.54461741447449)
(((150, 3, 0.0003), 190, 4.473398), 95.85931301116943)
(((20, 3, 0.001), 10, 145.37476), 21.27118408679962)
(((50, 3, 0.001), 110, 21.517233), 88.14698457717896)
(((60, 3, 0.001), 100, 22.70581), 86.2872838973999)
(((80, 3, 0.001), 100, 23.969334), 89.1353189945221)
(((100, 3, 0.001), 110, 25.3141), 89.27176594734192)
(((150, 3, 0.001), 120, 27.340652), 84.15469527244568)
(((20, 3, 0.003), 10, 244.37549), 30.254700779914856)
(((50, 3, 0.003), 80, 102.72711), 73.14727306365967)
(((60, 3, 0.003), 80, 117.66929), 72.58800268173218)
(((80, 3, 0.003), 80, 142.17644), 73.11102747917175)
(((100, 3, 0.003), 90, 160.77654), 72.14434742927551)
(((150, 3, 0.003), 90, 185.9469), 73.26231598854065)
(((20, 3, 0.005), 70, 87.816765), 65.34226536750793)
(((50, 3, 0.005), 80, 195.08104), 62.78563141822815)
(((60, 3, 0.005), 80, 229.60757), 63.08397054672241)
(((80, 3, 0.005), 80, 289.44553), 62.29686141014099)
(((100, 3, 0.005), 80, 342.92334), 62.39975690841675)
(((150, 3, 0.005), 80, 438.46527), 50.17629265785217)
(((20, 5, 0.0001), 10, 1315.6221), 4.0404897183179855)
(((50, 5, 0.0001), 10, 2992.3152), 2.0109258592128754)
(((60, 5, 0.0001), 10, 3595.1094), 1.7211992293596268)
(((80, 5, 0.0001), 770, 1.4071757), 98.31993579864502)
(((100, 5, 0.0001), 870, 1.4265275), 98.63215684890747)
(((150, 5, 0.0001), 1110, 1.481348), 98.13509583473206)
(((20, 5, 0.0003), 10, 1284.686), 4.240817576646805)
(((50, 5, 0.0003), 10, 2939.5107), 2.0595135167241096)
(((60, 5, 0.0003), 10, 3658.3635), 1.749027892947197)
(((80, 5, 0.0003), 370, 3.0500672), 96.44988775253296)
(((100, 5, 0.0003), 420, 3.145786), 96.64995670318604)
(((150, 5, 0.0003), 500, 3.3671503), 96.00128531455994)
(((20, 5, 0.001), 10, 1313.2175), 4.845078662037849)
(((50, 5, 0.001), 10, 2968.8901), 2.2474372759461403)
(((60, 5, 0.001), 10, 3628.438), 1.8728109076619148)
(((80, 5, 0.001), 170, 12.231887), 89.95751738548279)
(((100, 5, 0.001), 180, 12.8058195), 90.17173051834106)
(((150, 5, 0.001), 240, 14.415417), 90.15649557113647)
(((20, 5, 0.003), 10, 1414.9171), 5.959703028202057)
(((50, 5, 0.003), 10, 3022.0051), 2.7633922174572945)
(((60, 5, 0.003), 110, 68.0293), 76.30161643028259)
(((80, 5, 0.003), 110, 75.06894), 73.70256185531616)
(((100, 5, 0.003), 120, 76.71127), 76.86545252799988)
(((150, 5, 0.003), 130, 82.62718), 77.03043222427368)
(((20, 5, 0.005), 10, 1678.3236), 6.351232528686523)
(((50, 5, 0.005), 100, 150.17935), 65.3744637966156)
(((60, 5, 0.005), 100, 164.43011), 65.6858503818512)
(((80, 5, 0.005), 100, 175.63461), 65.55082201957703)
(((100, 5, 0.005), 100, 191.17827), 49.98997449874878)
(((150, 5, 0.005), 110, 210.4322), 50.090235471725464)
(((20, 10, 0.0001), 10, 22035.502), 0.9414183907210827)
(((50, 10, 0.0001), 10, 54811.484), 0.4682669881731272)
(((60, 10, 0.0001), 10, 71400.14), 0.39217197336256504)
(((80, 10, 0.0001), 90, 203.48682), 6.479578465223312)
(((100, 10, 0.0001), 120, 359.95312), 7.5201645493507385)
(((150, 10, 0.0001), 100, 1002.0418), 3.95134799182415)
(((20, 10, 0.0003), 10, 22514.312), 0.9367267601191998)
(((50, 10, 0.0003), 10, 56368.883), 0.4619685932993889)
(((60, 10, 0.0003), 10, 68625.63), 0.3897297428920865)
(((80, 10, 0.0003), 10, 105234.66), 0.30457277316600084)
(((100, 10, 0.0003), 100, 680.85443), 6.4077891409397125)
(((150, 10, 0.0003), 110, 1267.4387), 4.963141307234764)
(((20, 10, 0.001), 10, 22370.318), 0.9768951684236526)
(((50, 10, 0.001), 10, 51531.75), 0.48716217279434204)
(((60, 10, 0.001), 10, 63528.887), 0.4065040498971939)
(((80, 10, 0.001), 10, 95618.586), 0.30598670709878206)
(((100, 10, 0.001), 10, 135537.6), 0.25052218697965145)
(((150, 10, 0.001), 990, 10.035129), 90.45631289482117)
(((20, 10, 0.003), 10, 20696.078), 1.0460490360856056)
(((50, 10, 0.003), 10, 43780.895), 0.5226389039307833)
(((60, 10, 0.003), 10, 54740.992), 0.4324689041823149)
(((80, 10, 0.003), 280, 38.215904), 49.96137320995331)
(((100, 10, 0.003), 320, 40.600723), 50.08111000061035)
(((150, 10, 0.003), 440, 46.720867), 50.05868077278137)
(((20, 10, 0.005), 10, 21245.846), 1.0759343393146992)
(((50, 10, 0.005), 10, 43140.44), 0.5266878753900528)
(((60, 10, 0.005), 170, 65.6268), 49.94961321353912)
(((80, 10, 0.005), 200, 72.96065), 50.01053810119629)
(((100, 10, 0.005), 230, 80.05712), 49.96934235095978)
(((150, 10, 0.005), 290, 92.82133), 50.11748671531677)
